,id,index,diff,type,claim/issue,correctness (1/0/-1),additional claims,old_file,new_file
11,25866,9724,"@@ -25,7 +25,8 @@ public abstract class BftExtraDataCodec {
   protected enum EncodingType {
     ALL,
     EXCLUDE_COMMIT_SEALS,
-    EXCLUDE_COMMIT_SEALS_AND_ROUND_NUMBER
+    EXCLUDE_COMMIT_SEALS_AND_ROUND_NUMBER,
+    EXCLUDE_CMS // TODO-lucas How can we achieve this w/o changing the BftExtraDataCodec base class
   }
 
   private static final Logger LOG = LogManager.getLogger();",claim,"The code change in the GIT DIFF adds a new enumeration value ""EXCLUDE_CMS"" to the EncodingType enum",,,test9724_old.java,test9724_new.java
12,,,,claim,"This new value is also commented out with a TODO note, suggesting that the current implementation does not support this new encoding type",,,,
13,,,,claim,The comment also suggests that the functionality for this new encoding type could be achieved without changing the BftExtraDataCodec base class.,,,,
14,32207,3861,"@@ -70,6 +70,9 @@ import org.apache.solr.core.CoreContainer;
 import org.apache.solr.handler.admin.CollectionsHandler;
 import org.apache.solr.handler.component.HttpShardHandler;
 import org.apache.solr.logging.MDCLoggingContext;
+import org.apache.solr.store.blob.process.BlobDeleteManager;
+import org.apache.solr.store.blob.process.BlobDeleteProcessor;
+import org.apache.solr.store.shared.SharedStoreManager;
 import org.apache.solr.store.shared.metadata.SharedShardMetadataController;
 import org.apache.solr.update.UpdateShardHandler;
 import org.apache.zookeeper.CreateMode;",claim,The code change represented by the GIT DIFF adds three new import statements to the code,,,test3861_old.java,test3861_new.java
15,,,,claim,"These new imports are for the classes BlobDeleteManager, BlobDeleteProcessor, and SharedStoreManager from the package org.apache.solr.store.blob.process and org.apache.solr.store.shared respectively",,,,
16,,,,claim,"This suggests that the updated code will be using these classes, possibly for handling blob deletion and shared store management.",,,,
17,,,,issue,"line 73, UnnecessaryImport:	Unused import 'org.apache.solr.store.blob.process.BlobDeleteManager'",,,,
18,,,,issue,"line 74, UnnecessaryImport:	Unused import 'org.apache.solr.store.blob.process.BlobDeleteProcessor'",,,,
19,,,,issue,"line 75, UnnecessaryImport:	Unused import 'org.apache.solr.store.shared.SharedStoreManager'",,,,
20,14946,3449,"@@ -48,8 +48,16 @@ import javax.net.ssl.SSLSocketFactory;
  */
 public class SalesforceTLSSocketFactory extends SSLSocketFactory {
 
+    private static SalesforceTLSSocketFactory INSTANCE;
     private SSLSocketFactory ssLSocketFactory;
 
+    public static SalesforceTLSSocketFactory getInstance() throws KeyManagementException, NoSuchAlgorithmException {
+        if (INSTANCE == null) {
+            INSTANCE = new SalesforceTLSSocketFactory();
+        }
+        return INSTANCE;
+    }
+
     public SalesforceTLSSocketFactory() throws KeyManagementException, NoSuchAlgorithmException {
         final SSLContext context = SSLContext.getInstance(""TLS"");
         context.init(null, null, null);",claim,The code changes include the addition of a private static instance of the SalesforceTLSSocketFactory class,,,test3449_old.java,test3449_new.java
21,,,,claim,A public static method getInstance() has been added to the class,,,,
22,,,,claim,"This method checks if the instance is null and, if it is, it creates a new instance of the SalesforceTLSSocketFactory class",,,,
23,,,,claim,"This ensures that only one instance of the class exists, following the Singleton design pattern.",,,,
24,,,,issue,"line 55, NonThreadSafeSingleton:	Singleton is not thread safe",,,,
25,11455,3149,"@@ -39,6 +39,7 @@ public class ScriptDTO {
     private final Boolean free;
     private final Boolean requiresPatch;
     private final String script;
+    private final URI icon;
 
     private ScriptDTO(Builder builder) {
         this.scriptName = builder.scriptName;",claim,"The code change adds a new private final URI variable named ""icon"" to the ScriptDTO class",,,test3149_old.java,test3149_new.java
26,,,,claim,This suggests that the ScriptDTO class now has the ability to store a URI for an icon.,,,,
27,39643,1995,"@@ -312,6 +312,7 @@ class DeleteFileIndex {
   static class Builder {
     private final FileIO io;
     private final Set<ManifestFile> deleteManifests;
+    private long minSequenceNumber = 0L;
     private Map<Integer, PartitionSpec> specsById = null;
     private Expression dataFilter = Expressions.alwaysTrue();
     private Expression partitionFilter = Expressions.alwaysTrue();",claim,"The code change adds a new private long variable named ""minSequenceNumber"" and initializes it to 0",,,test1995_old.java,test1995_new.java
28,,,,claim,"This suggests that the ""DeleteFileIndex"" class now has a new property to store the minimum sequence number.",,,,
29,,,,issue,"line 315, UnusedPrivateField:	Avoid unused private fields such as 'minSequenceNumber'.",,,,
30,15148,9644,"@@ -24,4 +24,7 @@ final class ChromeDriverCommand {
   private ChromeDriverCommand() {}
 
   static final String LAUNCH_APP = ""launchApp"";
+  static final String SEND_COMMANDS_FOR_DOWNLOAD_CHROME_HEAD_LESS
+      = ""sendCommandForDownloadChromeHeadLess"";
+
 }",claim,"The code change adds a new static final string variable named ""SEND_COMMANDS_FOR_DOWNLOAD_CHROME_HEAD_LESS"" with the value ""sendCommandForDownloadChromeHeadLess""",,,test9644_old.java,test9644_new.java
31,,,,claim,This suggests that a new command has been introduced in the ChromeDriverCommand class for downloading Chrome Headless.,,,,
32,20250,1478,"@@ -12,6 +12,7 @@ import java.nio.charset.Charset;
 import java.security.MessageDigest;
 
 public class FastBlurTransformation extends BitmapTransformation {
+    private static final String ID=""de.danoeh.antennapod.core.glide.FastBlurTransformation"";
 
     private static final String TAG = FastBlurTransformation.class.getSimpleName();
 ",claim,"The code change adds a new private static final string variable named ""ID"" with a value of ""de.danoeh.antennapod.core.glide.FastBlurTransformation""",,,test1478_old.java,test1478_new.java
33,,,,claim,"This suggests that the code is now identifying itself with a unique ID, which can be useful for logging or debugging.",,,,
34,,,,issue,"line 15, UnusedPrivateField:	Avoid unused private fields such as 'ID'.",,,,
35,7950,8999,"@@ -66,7 +66,7 @@ public final class RegistryUtils {
     serviceRegistry.run();
   }
 
-  public static void destory() {
+  public static void destroy() {
     serviceRegistry.destroy();
   }
 ",claim,The code change in the GIT DIFF is a simple correction of a typo,,,test8999_old.java,test8999_new.java
36,,,,claim,"The method name ""destory"" has been corrected to ""destroy""",,,,
37,,,,claim,This change is purely cosmetic and does not affect the functionality of the code.,,,,
38,26626,9712,"@@ -44,7 +44,7 @@ public class SarOperation extends AbstractFixedCostOperation {
     } else {
       final int shiftAmountInt = shiftAmount.toInt();
 
-      if (shiftAmountInt >= 256) {
+      if (shiftAmountInt >= 256 || shiftAmountInt < 0) {
         frame.pushStackItem(negativeNumber ? ALL_BITS : UInt256.ZERO);
       } else {
         // first perform standard shift right.",claim,The code change in the GIT DIFF modifies an existing conditional statement,,,test9712_old.java,test9712_new.java
39,,,,claim,The original condition checked if the shiftAmountInt was greater than or equal to 256,,,,
40,,,,claim,The updated condition adds an additional check to see if the shiftAmountInt is less than 0,,,,
41,,,,claim,This means that the code now handles shifts that are either greater than or equal to 256 or less than 0.,,,,
42,10635,7398,"@@ -58,6 +58,7 @@ public class MainController {
         appsController.setOnAppLoaded(() -> {
             enginesController.loadEngines();
             containersController.loadContainers();
+            libraryController.updateLibrary();
         });
 
         appsController.loadApps();",claim,"The code change adds a new line that calls the ""updateLibrary()"" method on the ""libraryController"" object",,,test7398_old.java,test7398_new.java
43,,,,claim,This suggests that the library needs to be updated whenever the application loads.,,,,
44,8470,1240,"@@ -57,7 +57,7 @@ import javax.lang.model.element.Name;
         name = ""CatchSpecificity"",
         link = ""https://github.com/palantir/gradle-baseline#baseline-error-prone-checks"",
         linkType = BugPattern.LinkType.CUSTOM,
-        severity = BugPattern.SeverityLevel.SUGGESTION,
+        severity = BugPattern.SeverityLevel.WARNING,
         summary = ""Prefer more specific error types than Exception and Throwable. When methods are updated to throw new""
                 + "" checked exceptions they expect callers to handle failure types explicitly. Catching broad""
                 + "" types defeats the type system. By catching the most specific types possible we leverage""",claim,"The code change in the GIT DIFF modifies the severity level of a bug pattern from ""SUGGESTION"" to ""WARNING""",,,test1240_old.java,test1240_new.java
45,,,,claim,This indicates a shift in the importance of the issue being reported.,,,,
46,25703,7916,"@@ -103,7 +103,7 @@ import org.apache.tuweni.bytes.Bytes;
 import org.apache.tuweni.bytes.Bytes32;
 
 /** Provides EVMs supporting the appropriate operations for mainnet hard forks. */
-abstract class MainnetEvmRegistries {
+public abstract class MainnetEvmRegistries {
 
   static EVM frontier(final GasCalculator gasCalculator) {
     final OperationRegistry registry = new OperationRegistry();",claim,"The visibility of the class ""MainnetEvmRegistries"" has been changed from package-private (default) to public",,,test7916_old.java,test7916_new.java
47,,,,claim,"This change allows other classes to extend this class, which was not possible with the default visibility.",,,,
48,35748,5948,"@@ -54,6 +54,11 @@ public class SolrPing extends SolrRequest<SolrPingResponse> {
   public ModifiableSolrParams getParams() {
     return params;
   }
+
+  @Override
+  public String getRequestType() {
+    return SolrRequestType.QUERY.toString();
+  }
   
   /**
    * Remove the action parameter from this request. This will result in the same",claim,"The code change adds a new method called ""getRequestType"" to the ""SolrPing"" class",,,test5948_old.java,test5948_new.java
49,,,,claim,"This method returns the string representation of ""SolrRequestType.QUERY""",,,,
50,,,,claim,"This suggests that the ""getRequestType"" method is used to get the type of request, which in this case is a query.",,,,
51,30560,478,"@@ -138,7 +138,7 @@ public class IndexSchema {
 
   protected List<SchemaField> fieldsWithDefaultValue = new ArrayList<>();
   protected Collection<SchemaField> requiredFields = new HashSet<>();
-  protected volatile DynamicField[] dynamicFields;
+  protected DynamicField[] dynamicFields = new DynamicField[] {};
   public DynamicField[] getDynamicFields() { return dynamicFields; }
 
   protected Map<String, SchemaField> dynamicFieldCache = new ConcurrentHashMap<>();",claim,"The code change in the GIT DIFF modifies the initialization of the ""dynamicFields"" array",,,test478_old.java,test478_new.java
52,,,,claim,"Originally, the ""dynamicFields"" array was declared as a protected volatile array",,,,
53,,,,claim,"The updated code initializes the ""dynamicFields"" array with an empty array of DynamicField objects",,,,
54,,,,claim,"This change suggests that the ""dynamicFields"" array is no longer a volatile variable and it is being initialized with a non-null value.",,,,
55,6651,443,"@@ -38,7 +38,9 @@ public class NoUnusedPinCheckTask extends DefaultTask {
 
     @Input
     public final Set<String> getResolvedArtifacts() {
-        return BaselineVersions.getResolvedArtifacts(getProject());
+        return getProject().getAllprojects().stream()
+                .flatMap(project -> BaselineVersions.getResolvedArtifacts(project).stream())
+                .collect(Collectors.toSet());
     }
 
     @InputFile",claim,The code change in the GIT DIFF replaces a single line of code with multiple lines,,,test443_old.java,test443_new.java
56,,,,claim,The original line of code was retrieving the resolved artifacts from the BaselineVersions class for the project,,,,
57,,,,claim,The new code is now retrieving the resolved artifacts for all projects and then flattening the results into a single set,,,,
58,,,,claim,This change suggests that the task now needs to consider resolved artifacts for all projects instead of just the current project.,,,,
59,16102,1338,"@@ -1616,4 +1616,9 @@ public class MessageList extends K9Activity implements MessageListFragmentListen
             }
         }
     }
+
+    @Override
+    public void onConfigurationChanged(Configuration newConfig) {
+        super.onConfigurationChanged(newConfig);
+    }
 }",claim,"The code change adds a new method called ""onConfigurationChanged"" to the ""MessageList"" class",,,test1338_old.java,test1338_new.java
60,,,,claim,"This method takes a ""Configuration"" object as a parameter and calls the superclass method ""onConfigurationChanged"" with the new configuration as the argument",,,,
61,,,,claim,"This suggests that the ""MessageList"" class now has to define this method to handle configuration changes.",,,,
62,13423,3052,"@@ -0,0 +1,17 @@
+/**
+ * BSD-style license; for more info see http://pmd.sourceforge.net/license.html
+ */
+
+package net.sourceforge.pmd;
+
+/**
+ * This interface allows to determine which rule violations are fixable, and with which class the fixes will be made.
+ */
+public interface AutoFixableRuleViolation extends RuleViolation {
+
+    /**
+     * Obtain the class which will attempt to fix the AST.
+     * @return
+     */
+    Class<? extends RuleViolationFix> getRuleViolationFixer();
+}",claim,The GIT DIFF shows that a new file has been added to the codebase,,,test3052_old.java,test3052_new.java
63,,,,claim,"This file is a Java interface named ""AutoFixableRuleViolation"" which extends from ""RuleViolation""",,,,
64,,,,claim,"The interface declares a single method ""getRuleViolationFixer"" which returns a class that extends from ""RuleViolationFix""",,,,
65,,,,claim,The file also includes a license header and a comment block.,,,,
66,16458,3317,"@@ -35,7 +35,7 @@ public class Container {
   private final ContainerId id;
 
   public Container(Function<HttpRequest, HttpResponse> client, ContainerId id) {
-    LOG.info(""Created container "" + id);
+    LOG.finest(""Created container "" + id);
     this.client = Objects.requireNonNull(client);
     this.id = Objects.requireNonNull(id);
   }",claim,The code change in the GIT DIFF modifies the logging level of a specific log message,,,test3317_old.java,test3317_new.java
67,,,,claim,"Originally, the log message ""Created container "" + id"" was logged at the INFO level",,,,
68,,,,claim,"The code change now logs this message at the FINEST level, which is a lower level of severity",,,,
69,,,,claim,This means that this specific log message will now only be logged when the system is in a more verbose mode.,,,,
70,,,,issue,"line 38, GuardLogStatement:	Logger calls should be surrounded by log level guards.",,,,
71,13732,6901,"@@ -138,6 +138,14 @@ public interface DataFile {
    */
   DataFile copy();
 
+  /**
+   * Copies this {@link DataFile data file} without file stats. Manifest readers can reuse data file instances; use
+   * this method to copy data without stats when collecting files.
+   *
+   * @return a copy of this data file
+   */
+  DataFile slimCopy();
+
   /**
    * @return List of recommended split locations, if applicable, null otherwise.
    * When available, this information is used for planning scan tasks whose boundaries",claim,"The GIT DIFF shows that a new method named ""slimCopy"" has been added to the ""DataFile"" interface",,,test6901_old.java,test6901_new.java
72,,,,claim,"This method returns a copy of the ""DataFile"" object but without any file statistics",,,,
73,,,,claim,This is typically used when collecting files to avoid reusing data file instances and to copy data without file statistics.,,,,
74,41655,8040,"@@ -76,6 +76,12 @@ public interface RewriteDataFiles extends SnapshotUpdate<RewriteDataFiles, Rewri
    */
   String TARGET_FILE_SIZE_BYTES = ""target-file-size-bytes"";
 
+  /**
+   * The estimated cost to open a file, used as a minimum weight when combining splits. By default this
+   * will use the ""read.split.open-file-cost"" value in the table properties of the table being updated.
+   */
+  String OPEN_FILE_COST = ""open-file-cost"";
+
   /**
    * Choose BINPACK as a strategy for this rewrite operation
    * @return this for method chaining",claim,"The GIT DIFF shows that a new constant, ""OPEN_FILE_COST"", has been added to the RewriteDataFiles interface",,,test8040_old.java,test8040_new.java
75,,,,claim,"This constant appears to represent the estimated cost to open a file, which is used as a minimum weight when combining splits",,,,
76,,,,claim,"By default, this will use the ""read.split.open-file-cost"" value in the table properties of the table being updated.",,,,
77,22874,357,"@@ -153,6 +153,12 @@ public class Constants {
   // Overridable plugin load properties
   public static final String AZ_PLUGIN_LOAD_OVERRIDE_PROPS = ""azkaban.plugin.load.override.props"";
 
+  // Append JVM args to job commands
+  public static final String AZ_JOB_COMMAND_ARGS = ""azkaban.jvm.cmd.args"";
+
+  // Ignore the above JVM args for jobtypes which have this true.
+  public static final String AZ_JOB_IGNORE_JVM_ARGS = ""ignore.jvm.args"";
+
   /**
    * File containing param override configs
    * For a directory structure, property files in Proj_Dir used to have lower precedence than A.",claim,The code changes added two new lines of code,,,test357_old.java,test357_new.java
78,,,,claim,The first line is a comment that explains the second line,,,,
79,,,,claim,"The second line defines a new public static final string variable ""AZ_JOB_COMMAND_ARGS"" with the value ""azkaban.jvm.cmd.args""",,,,
80,,,,claim,The third line is a comment that explains the fourth line,,,,
81,,,,claim,"The fourth line defines a new public static final string variable ""AZ_JOB_IGNORE_JVM_ARGS"" with the value ""ignore.jvm.args""",,,,
82,,,,claim,These changes suggest that the code now has the ability to append JVM arguments to job commands and ignore these JVM arguments for certain job types.,,,,
83,33180,7605,"@@ -115,7 +115,7 @@ public final class ConstantScoreQuery extends Query {
       return new ConstantScoreWeight(this, boost) {
         @Override
         public BulkScorer bulkScorer(LeafReaderContext context) throws IOException {
-          if (scoreMode == ScoreMode.TOP_SCORES) {
+          if (scoreMode == ScoreMode.TOP_SCORES || scoreMode == ScoreMode.TOP_DOCS || scoreMode == ScoreMode.TOP_DOCS_WITH_SCORES) {
             return super.bulkScorer(context);
           }
           final BulkScorer innerScorer = innerWeight.bulkScorer(context);",claim,The code change in the GIT DIFF modifies an existing conditional statement,,,test7605_old.java,test7605_new.java
84,,,,claim,"The condition now checks if the score mode is either ""TOP_SCORES"", ""TOP_DOCS"", or ""TOP_DOCS_WITH_SCORES""",,,,
85,,,,claim,"This suggests that the code block within this condition will now be executed for these three score modes instead of just the ""TOP_SCORES"" mode.",,,,
86,13755,2819,"@@ -5,7 +5,7 @@
 
 package net.sourceforge.pmd.lang.java.ast;
 
-public class ASTMethodDeclarator extends AbstractJavaNode {
+public class ASTMethodDeclarator extends AbstractJavaAccessNode {
     public ASTMethodDeclarator(int id) {
         super(id);
     }",claim,The code change in the GIT DIFF represents a change in the class that ASTMethodDeclarator extends,,,test2819_old.java,test2819_new.java
87,,,,claim,"Originally, it extended AbstractJavaNode",,,,
88,,,,claim,"Now, it extends AbstractJavaAccessNode",,,,
89,,,,claim,"This suggests a change in the functionality of the ASTMethodDeclarator class, possibly to include more access-related functionality.",,,,
90,13587,9437,"@@ -1656,7 +1656,7 @@ class TargetLocator {
   window(nameOrHandle) {
     return this.driver_.schedule(
         new command.Command(command.Name.SWITCH_TO_WINDOW).
-            setParameter('name', nameOrHandle),
+            setParameter('handle', nameOrHandle),
         'WebDriver.switchTo().window(' + nameOrHandle + ')');
   }
 ",claim,"The code change in the GIT DIFF modifies a line of code in the ""window"" function of the ""TargetLocator"" class",,,test9437_old.java,test9437_new.java
91,,,,claim,"The parameter of the ""setParameter"" function has been changed from ""name"" to ""handle""",,,,
92,,,,claim,This suggests a change in the way the window is being referenced or handled in the code.,,,,
93,39256,8687,"@@ -79,6 +79,7 @@ final class IndexingChain implements Accountable {
 
   // Holds fields seen in each document
   private PerField[] fields = new PerField[1];
+  private PerField[] docFields = new PerField[10];
   private final InfoStream infoStream;
   private final ByteBlockPool.Allocator byteBlockAllocator;
   private final LiveIndexWriterConfig indexWriterConfig;",claim,"The code change adds a new private PerField array named ""docFields"" with a size of 10",,,test8687_old.java,test8687_new.java
94,,,,claim,"This suggests that the ""IndexingChain"" class now has a new attribute to store fields seen in each document.",,,,
95,,,,issue,"line 82, UnusedPrivateField:	Avoid unused private fields such as 'docFields'.",,,,
96,43350,9274,"@@ -48,8 +48,12 @@ public class Pids extends AbstractApiBean {
         String baseUrl = systemConfig.getDataCiteRestApiUrlString();
         String username = System.getProperty(""doi.username"");
         String password = System.getProperty(""doi.password"");
-        JsonObjectBuilder result = PidUtil.queryDoi(persistentId, baseUrl, username, password);
-        return ok(result);
+        try {
+            JsonObjectBuilder result = PidUtil.queryDoi(persistentId, baseUrl, username, password);
+            return ok(result);
+        } catch (Exception ex) {
+            return error(Response.Status.BAD_REQUEST, ex.getLocalizedMessage());
+        }
     }
 
     @GET",claim,"The code change in the GIT DIFF adds a try-catch block to handle any exceptions that may occur when calling the ""queryDoi"" method from the ""PidUtil"" class",,,test9274_old.java,test9274_new.java
97,,,,claim,"If an exception is caught, the method returns an error response with a status code of 400 and the localized message of the exception",,,,
98,,,,claim,This change improves error handling in the code.,,,,
99,13336,5933,"@@ -55,14 +55,7 @@ public final class HashMap<K, V> implements Map<K, V>, Serializable {
      * @return A {@link HashMap} Collector.
      */
     public static <K, V> Collector<Tuple2<K, V>, ArrayList<Tuple2<K, V>>, HashMap<K, V>> collector() {
-        final Supplier<ArrayList<Tuple2<K, V>>> supplier = ArrayList::new;
-        final BiConsumer<ArrayList<Tuple2<K, V>>, Tuple2<K, V>> accumulator = ArrayList::add;
-        final BinaryOperator<ArrayList<Tuple2<K, V>>> combiner = (left, right) -> {
-            left.addAll(right);
-            return left;
-        };
-        final Function<ArrayList<Tuple2<K, V>>, HashMap<K, V>> finisher = HashMap::ofEntries;
-        return Collector.of(supplier, accumulator, combiner, finisher);
+        return Collections.toListAndThen(HashMap::ofEntries);
     }
 
     /**",claim,The code change represented by the GIT DIFF removes a lot of lines of code that were previously defining a Collector for a HashMap,,,test5933_old.java,test5933_new.java
100,,,,claim,"Instead, the code now uses a single line to return a Collector that converts a list of Tuple2 objects into a HashMap using the ofEntries method",,,,
101,,,,claim,This is a more concise and readable way to define a Collector for a HashMap.,,,,
102,,,,issue,"line 57, LooseCoupling:	Avoid using implementation types like 'ArrayList'; use the interface instead",,,,
103,11456,3102,"@@ -68,7 +68,6 @@ interface ArrayType<T> {
     /** Repeatedly group an array into equal sized sub-trees */
     default Object grouped(Object array, int groupSize) {
         final int arrayLength = lengthOf(array);
-        assert arrayLength > groupSize;
         final Object results = obj().newInstance(1 + ((arrayLength - 1) / groupSize));
         obj().setAt(results, 0, copyRange(array, 0, groupSize));
 ",claim,The code change represented by the GIT DIFF removes a line of code that was previously asserting that the length of the array was greater than the group size,,,test3102_old.java,test3102_new.java
104,,,,claim,"This suggests that the code no longer requires this assertion, meaning that the group size can now be equal to or less than the array length.",,,,
105,8687,6246,"@@ -63,6 +63,7 @@ public final class BaselineErrorProne implements Plugin<Project> {
     private static final Logger log = Logging.getLogger(BaselineErrorProne.class);
     public static final String EXTENSION_NAME = ""baselineErrorProne"";
     private static final String ERROR_PRONE_JAVAC_VERSION = ""9+181-r4173-1"";
+    private static final String ASSERTJ_ERROR_PRONE_VERSION = ""0.2.1"";
     private static final String PROP_ERROR_PRONE_APPLY = ""errorProneApply"";
     private static final String PROP_REFASTER_APPLY = ""refasterApply"";
     private static final String DISABLE_PROPERY = ""com.palantir.baseline-error-prone.disable"";",claim,"The code change adds a new line that declares a private static final string variable named ""ASSERTJ_ERROR_PRONE_VERSION"" and initializes it with the value ""0.2.1""",,,test6246_old.java,test6246_new.java
106,,,,claim,This suggests that the code now includes support for a specific version of the AssertJ Error Prone library.,,,,
107,,,,issue,"line 66, UnusedPrivateField:	Avoid unused private fields such as 'ASSERTJ_ERROR_PRONE_VERSION'.",,,,
108,43289,7905,"@@ -104,7 +104,6 @@ public class TableMigrationUtil {
                 .withMetrics(metrics)
                 .withPartitionPath(partitionKey)
                 .build();
-
           }).collect(Collectors.toList());
     } catch (IOException e) {
       throw new RuntimeException(""Unable to list files in partition: "" + partitionUri, e);",claim,The code change represented by the GIT DIFF removes an unnecessary line break in the code,,,test7905_old.java,test7905_new.java
109,,,,claim,"This change does not affect the functionality of the code, but it improves readability and cleanliness of the code.",,,,
110,36600,3914,"@@ -1174,7 +1174,8 @@ public final class SolrCore implements SolrInfoBean, Closeable {
   }
 
   private CircuitBreakerManager initCircuitBreakerManager() {
-    CircuitBreakerManager circuitBreakerManager = CircuitBreakerManager.build(solrConfig);
+    final PluginInfo info = solrConfig.getPluginInfo(CircuitBreakerManager.class.getName());
+    CircuitBreakerManager circuitBreakerManager = CircuitBreakerManager.build(info.initArgs);
 
     return circuitBreakerManager;
   }",claim,The code change in the GIT DIFF modifies how the CircuitBreakerManager is initialized,,,test3914_old.java,test3914_new.java
111,,,,claim,"Previously, it was directly built from the solrConfig",,,,
112,,,,claim,"Now, it first retrieves the PluginInfo for the CircuitBreakerManager class from the solrConfig, and then builds the CircuitBreakerManager from the initArgs of the PluginInfo",,,,
113,,,,claim,"This suggests that the CircuitBreakerManager is now being configured or initialized differently, possibly through a plugin or extension mechanism.",,,,
114,,,,issue,"line 1178, UnnecessaryLocalBeforeReturn:	Consider simply returning the value vs storing it in local variable 'circuitBreakerManager'",,,,
115,8876,60,"@@ -15,7 +15,7 @@ public class ManipulationTest extends BasicJBehaveTest {
 
     @Override
     public InjectableStepsFactory stepsFactory() {
-        Map<String, Object> state = new HashMap<String, Object>();
+        Map<String, Object> state = new HashMap<>();
 
         return new InstanceStepsFactory(configuration(),
                 new SharedSteps(state),",claim,The code change in the GIT DIFF replaces the type of the HashMap with a generic type,,,test60_old.java,test60_new.java
116,,,,claim,The original line of code created a new HashMap with a specific type of String and Object,,,,
117,,,,claim,"The updated line of code creates a new HashMap with generic types for String and Object, which means it can now accept any type of key and value.",,,,
118,13330,9902,"@@ -49,6 +49,9 @@ public class Constants {
   public static final int DEFAULT_SSL_PORT_NUMBER = 8443;
   public static final int DEFAULT_JETTY_MAX_THREAD_COUNT = 20;
 
+  // One Schedule's default End Time: 01/01/2050, 00:00:00, UTC
+  public static final long DEFAULT_SCHEDULE_END_EPOCH_TIME = 2524608000000L;
+
   public static class ConfigurationKeys {
     // These properties are configurable through azkaban.properties
 ",claim,"The code change adds a new constant named ""DEFAULT_SCHEDULE_END_EPOCH_TIME"" with a value of 2524608000000L",,,test9902_old.java,test9902_new.java
119,,,,claim,"This constant represents the default end time for a schedule, which is set to January 1, 2050, 00:00:00, UTC",,,,
120,,,,claim,A comment was also added to explain the purpose of this new constant.,,,,
121,20104,2288,"@@ -19,9 +19,12 @@ package org.hyperledger.besu.ethereum.api.query;
 import org.hyperledger.besu.ethereum.core.Address;
 import org.hyperledger.besu.ethereum.core.Log;
 import org.hyperledger.besu.ethereum.core.LogTopic;
+import org.hyperledger.besu.ethereum.core.LogsBloomFilter;
 
 import java.util.Arrays;
 import java.util.List;
+import java.util.Objects;
+import java.util.stream.Collectors;
 
 import com.google.common.collect.Lists;
 ",claim,The code change represented by the GIT DIFF adds three new import statements to the code,,,test2288_old.java,test2288_new.java
122,,,,claim,"The newly imported packages are ""org.hyperledger.besu.ethereum.core.LogsBloomFilter"", ""java.util.Objects"", and ""java.util.stream.Collectors""",,,,
123,,,,claim,"This suggests that the code will now be using the LogsBloomFilter class from the org.hyperledger.besu.ethereum.core package, the Objects class from the java.util package, and the Collectors class from the java.util.stream package.",,,,
124,,,,issue,"line 22, UnnecessaryImport:	Unused import 'org.hyperledger.besu.ethereum.core.LogsBloomFilter'",,,,
125,,,,issue,"line 26, UnnecessaryImport:	Unused import 'java.util.Objects'",,,,
126,,,,issue,"line 27, UnnecessaryImport:	Unused import 'java.util.stream.Collectors'",,,,
